title,current_price,original_price,discount,seller_rating,seller,brand
"Dell 3511-I3 4Gb 256Gb SSD-15.6"" Hd Led-Win10-Office Laptop","Rs. 210,450",,,No Ratings,SUHADA COMPUTERS,Dell
CENAVA F158G Laptop Intel Celeron J4125 15.6 Inch 1920 x 1080 IPS Screen Intel UHD Graphics 600 Windows 10 8GB DDR4 256GB SSD Full Size Backlit Keyboard English Version - Silver,"Rs. 212,580","Rs. 286,982",-26%,No Ratings,Nerys,Unspecified
"T-BAO X11 Laptop AMD R5 3550U Processor Windows10, 14.1 Inch, 8GB RAM 256GB 1920*1080 Resolution, Grey","Rs. 212,997","Rs. 287,545",-26%,No Ratings,Fengshi,Unspecified
LENOVO V15 G4 IRU i5 13TH GEN|16GB|512GB SSD|WIN 11 PRO|15.6″ FHD LAPTOP,"Rs. 214,500",,,No Ratings,SUHADA COMPUTER CENTER 1639471481,Lenovo
HP 15-FD0504TU 15.6″ 13th Gen Core i5-1334U 8GB RAM 512GB Laptop,"Rs. 215,990",,,No Ratings,Epic Mobiles Private Limited,HP
MSI Modern 14 C12M 14″ IPS Core I3 Laptop,"Rs. 216,000",,,No Ratings,Winsoft,MSI
"Lenovo IdeaPad Gaming 3 15ACH6 15.6"" 120Hz Gaming Laptop, AMD Ryzen 32GB Ram 1TB NVME SSD Nvidia RTX 3060 6GB Dedicated Vram (refurbished)","Rs. 216,500",,,Ratings 1,AcePro Trading Pvt Ltd,Lenovo
DELL Inspiron 15 Series Laptop - i7 11th Generation 2021 Manufactured,"Rs. 219,000",,,No Ratings,CyberLink Tech Store,Dell
Asus As-D-X513Ea -1632 I3 11 Gen 512Gb 4Gb Laptop,"Rs. 219,000",,,No Ratings,SUHADA COMPUTER CENTER 1639471481,Asus
HP Laptop 15-fd0504TU – i5-1334U/8GB/512SSD/15.6′ FHD/INTEL IRIS/Win11H/NSV/3Y/Backpack,"Rs. 221,900","Rs. 238,900",-7%,No Ratings,Tokyo City Center,HP
LENOVO IDEAPAD SLIM 3 15IRH8 15 13th GEN 13420H Laptop,"Rs. 222,880",,,No Ratings,SUHADA COMPUTER CENTER 1639471481,Lenovo
MSI Modern 14 B11MOU Laptop I3 11th Gen,"Rs. 223,000",,,No Ratings,SUHADA COMPUTERS,MSI
Lenovo IdeaPad Slim 3 15IRUB/ Intel Core i3 - 1305U 8GB Ram 512GB SSD,"Rs. 223,500",,,No Ratings,Lenovo by Forttune,Lenovo
HP Laptop 15-fd0504TU – i5-1334U/8GB/512SSD/15.6′ FHD/INTEL IRIS/Win11H/NSV/3Y/Backpack,"Rs. 223,900","Rs. 239,900",-7%,No Ratings,Nagoya Trade Center,HP
"T-BAO X11 Laptop AMD R5 3550U Processor Windows10, 14.1 Inch, 8GB RAM 512GB 1920*1080 Resolution, Grey","Rs. 224,940","Rs. 303,669",-26%,No Ratings,Nerys,Unspecified
"HP 15s-fq2786TU Pentium Gold 7505 256GB SSD 8GB RAM 15.6"" HD Laptop","Rs. 224,999",,,Ratings 1,CELLX (PVT) LTD,HP
ASUS X1504V VIVOBOOK INTEL CORE i7 13 GEN 8GB RAM 512 GB SSD,"Rs. 225,000",,,No Ratings,Buye.lk,Asus
Asus Vivobook X1502ZA Core i7 12700H ( H Proc ),"Rs. 225,000","Rs. 235,000",-4%,No Ratings,Thinex.lk,Asus
Asus ExpertBook B1502CVA (Core i5 1335U 13th Gen),"Rs. 225,000","Rs. 230,000",-2%,No Ratings,Thinex.lk,Asus
HP laptop 15 fd0020nx intel i5 13th Generation brand new laptop,"Rs. 225,000",,,No Ratings,Elinext Plaza,HP
"Zbook Studio G5 15.6"" FHD 1080P Mobile Workstation/Gaming Laptop (Six-Core i7-8850H, 32GB DDR4 RAM, 512GB Nvme M.2 SSD) with Nvidia P2000 4GB Graphics Backlit,Type-C Thunderbolt 3","Rs. 225,000",,,No Ratings,Dealz_LK,Unspecified
Asus ROG Strix G18 14JVR – i9,"Rs. 227,500",,,No Ratings,yZteTst2,Asus
"Hp Zbook 15 G5, i7 8th gen 16GB DDR4 Ram 512GB Nvme SSD with Nvidia P2000 4GB Graphics With Type-C Thunderbolt 3 Workstation/Gaming Laptop A Grade High Qulity Laptop","Rs. 228,000",,,No Ratings,Sanva Electronics,HP
ASUS X1502Z I7-12700H 12 GEN 8GB RAM 512 GB SSD,"Rs. 230,000",,,No Ratings,Buye.lk,Asus
HP FD 0366NIA Core i5 1334U 13th Gen,"Rs. 230,000","Rs. 250,000",-8%,No Ratings,Thinex.lk,HP
Asus Vivobook F1504VAP Core 5 120U 14th Gen,"Rs. 230,000","Rs. 245,000",-6%,No Ratings,Thinex.lk,Asus
ASUS Vivobook 15 X1504VA i5-1335U | 8GB | 512GB | DOS,"Rs. 230,000","Rs. 270,000",-15%,No Ratings,NEXTECH,Asus
"Asus BR1100FK Laptop | Intel Celeron N4500 | 11.6"" HD Touch Screen | 4GB DDR4 SDRAM | 128GB NVMe | Intel HD Graphics | Windows 11","Rs. 232,875",,,No Ratings,CELLX (PVT) LTD,Asus
"ASUS TUF Gaming A15 FA506NFR-HN004 AMD RYZEN 7 7435HS, 8GB RAM 512GB SSD, 15.6"" FHD IPS 144Hz Display GeForce RTX 2050 4GB GPU English-RUSSIAN Keyboard Free dos Graphite Black","Rs. 232,999","Rs. 399,000",-42%,No Ratings,Tech Trove,Asus
"ASUS ROG G752VT (i7-6700HQ, 16GB RAM, 1TB HDD, NVIIDIA GTX 970M 3GB, 17.3 IPS Full HD, Windows 10) Gaming Notebook","Rs. 233,000",,,No Ratings,yZteTst2,Asus
HP 15 FD0346NIA Core i7 1355U 13th Gen,"Rs. 233,000","Rs. 245,000",-5%,No Ratings,Thinex.lk,HP
ASUS VIVOBOOK X1502Z i7 12 Gen,"Rs. 233,500",,,No Ratings,KTS TECHNOLOGIES,Asus
MacBook Air 13 inch M1 Chip,"Rs. 234,800",,,No Ratings,LuxuryX,Apple
"ASUS Vivobook A1504Z Core i5-1335U/8GB/512GB/WIN 11 HOME/1 YR WARRANTY/ 15""","Rs. 235,000",,,No Ratings,Winsoft,Asus
MSI 15.6 GS66 Stealth Gaming Laptop (Core Black),"Rs. 239,000",,,No Ratings,yZteTst2,MSI
"LENOVO IDEAPAD SLIM 3 AMD RYZEN 5 7520U | AMD RADEON 610M GRAPHICS | 16GB DDR5 5500MHZ | 512GB NVME M.2 SSD | 15.6""INCH FHD IPS THIN BEZEL DISPLAY | WINDOWS 11 HOME | AVAILABLE IN TWO COLOUR (ARTIC GREY/ABYSS BLUE )","Rs. 239,000",,,No Ratings,Games Street,Lenovo
Asus ExpertBook B1 B1502CBA – i5,"Rs. 239,439",,,No Ratings,Lenovo by Forttune,Asus
"Dell XPS 15 7590,15.6 4K UHD (3840 X 2160) Touch, 9th Gen Intel Core i7-9750H","Rs. 239,600",,,No Ratings,yZteTst2,Dell
"Apple13.3-inch MacBook Air M1 Chip with Retina Display (Late 2020, Space Gray)","Rs. 239,990",,,No Ratings,Epic Mobiles Private Limited,Apple
Dell Vostro 3520 Core i7 12th Gen,"Rs. 240,000","Rs. 260,000",-8%,No Ratings,Thinex.lk,Dell
LENOVO V15 G2ITL CORE i5 11GN|4GB|256SSD|DOS|BLK|WITH BAG(1y),"Rs. 240,000",,,No Ratings,Dayarathna Technologies,Lenovo
T-Bao T-BOOK X10 Laptop 15.6 inch 1920 x 1080 FHD Screen AMD Athlon Gold 3150U 16GB DDR4 512GB SSD Windows 10 5000mAh Battery Full-size Backlit Keyboard Fingerprint Touchpad - US Plug,"Rs. 240,185","Rs. 324,249",-26%,No Ratings,Nerys,HP
KUU FLEXONES YOGA Laptop Windows 11 Intel i3 1115G4 14.1'' 360 Degree Rotate IPS Touch Screen 8GB DDR4 512GB PCI-E SSD Notebook - Black,"Rs. 240,949","Rs. 325,281",-26%,No Ratings,ZZHI,Lenovo
Apple Macbook Air M1 8GB RAM 256GB SSD,"Rs. 242,000",,,Ratings 3,Touch To Cart,Apple
HP Laptop 15-fc0142AU-AMD Ryzen 7– 7520U,"Rs. 242,443",,,No Ratings,Lenovo by Forttune,HP
ASUS Vivobook 16X F1605VA i5-13500H |8GB | 512GB | 16.0 WUXGA,"Rs. 244,000","Rs. 268,500",-9%,No Ratings,NEXTECH,Asus
Asus B3402FB Core i5 12th Gen,"Rs. 245,000","Rs. 255,000",-4%,No Ratings,Thinex.lk,Asus
Asus As-D-X513Ea -BQ1635 I3 11 Gen,"Rs. 246,288",,,No Ratings,SUHADA COMPUTERS,Asus
Dell Vostro 3530 Core i5- 1335U | 8GB | 512GB | Ubuntu,"Rs. 246,964","Rs. 256,964",-4%,No Ratings,NEXTECH,Dell
Lenovo ideapad Slim 3 Core i7 13620H 13th Gen,"Rs. 247,000","Rs. 277,000",-11%,No Ratings,Thinex.lk,Lenovo
GPD Pocket 3 Laptop Mini Tablet PC 8 Inch 1920 x 1200 Resolution IPS Touchscreen Intel Pentium N6000 8GB RAM 512GB SSD Windows 10 Home 38.5Wh Battery - US Plug,"Rs. 342,396","Rs. 462,234",-26%,No Ratings,Nerys,Unspecified
Asus Vivobook X1504VA,"Rs. 250,000","Rs. 260,000",-4%,No Ratings,Thinex.lk,Asus
"HP 15S-FQ5099TU FHD IPS Core i7 1255U/8GB/512GB/1 YR WARRANTY/15""","Rs. 250,000",,,No Ratings,Winsoft,HP
"ASUS Vivobook A1504Z Core i7-1255U/8GB/512GB/DOS/1 YR WARRANTY/ 15""","Rs. 250,000",,,No Ratings,Winsoft,Asus
"Dell Inspiron 3520 i3 12 Gen 8GB Ram, 256GB SSD With Microsoft Office","Rs. 251,999",,,No Ratings,Dell,Dell
"Dell Inspiron 3520 i3 12 Gen 8GB Ram, 256GB SSD With Microsoft Office (Black)","Rs. 251,999",,,No Ratings,Dell,Dell
DELL INSPIRON 3520 i5-1235U 8GB | 512GB | WIN 11,"Rs. 252,500","Rs. 265,500",-5%,No Ratings,NEXTECH,Dell
Asus Zenbook Q415MA Core 5 125H 14th Gen,"Rs. 255,000","Rs. 270,000",-6%,No Ratings,Thinex.lk,Asus
"MSI Thin 15 B13UDX-2278AU Intel Core i5-13420H 8GB RAM 512GB SSD, RTX3050 6GB 15.6"" FHD IPS 144Hz Windows 11 Home Backlit Keyboard US","Rs. 255,999","Rs. 399,999",-36%,No Ratings,Tech Trove,MSI
Satellite Pro C50-H - Intel® Core ™ i5,"Rs. 256,000",,,No Ratings,Dayarathna Technologies,Unspecified
ASUS VIVOBOOK X1504VA-NJ379 I7 13TH GEN 15.6″FHD DISPLAY LAPTOP,"Rs. 258,500",,,No Ratings,SUHADA COMPUTER CENTER 1639471481,Asus
Lenovo V15 G2 ITL Core I5 Business Laptop,"Rs. 260,000",,,No Ratings,Winsoft,Lenovo
MSI MODERN 15-B7M RYZEN 5 7530U | 8GB | 512SSD | W10 | 15.6″ 1080P IPS Thin Bezel Display,"Rs. 260,500",,,No Ratings,E - Zone Technologies (Pvt) Ltd,MSI
ASUS ZENBOOK 14OLED (Q415MA),"Rs. 260,700",,,No Ratings,Techtrove,Asus
HP 15 13th Gen i5 1335U,"Rs. 260,890",,,No Ratings,Lenovo by Forttune,HP
HP 14 - EP0199NR Core i7 1355U 13th Gen,"Rs. 262,000","Rs. 295,000",-11%,No Ratings,Thinex.lk,HP
ASUS ZENBOOK Q415MA-U5512 INTEL CORE ULTRA 5 14 TH GEN LAPTO,"Rs. 262,900",,,No Ratings,SUHADA COMPUTER CENTER 1639471481,Asus
ASUS ExpertBook B1502CVA -i5,"Rs. 263,525",,,No Ratings,Lenovo by Forttune,Asus
"ASUS TUF F15 FX507ZC4-HN059 Intel Core i5-12500H 4.5GHz 15.6'' Full HD IPS 144Hz 16GB DDR4 1TB SSD NVIDIA GeForce RTX 3050 4GB GDDR6, No OS Jaeger Gray","Rs. 265,000","Rs. 399,999",-34%,No Ratings,Tech Trove,Asus
"Apple MacBook Air 13.6-inch M2 Chip 16GB RAM 256GB (2022, Midnight)","Rs. 265,000",,,No Ratings,Digital Care,Apple
MSI THIN A15 B7UCX AMD Ryzen 5 7535HS,"Rs. 265,000","Rs. 285,000",-7%,No Ratings,Thinex.lk,MSI
Asus Vivobook A1504V Core i7 13th Gen,"Rs. 265,000","Rs. 275,000",-4%,No Ratings,Thinex.lk,Asus
ASUS Vivobook 16 X1605ZA i7-1255U | 12GB | 512GB | 16.0 WUXGA,"Rs. 265,000","Rs. 279,900",-5%,No Ratings,NEXTECH,Asus
Dell Vostro 3520 Intel Core i5 12th Gen / 8GB / 512SSD / Original Windows / Backpack,"Rs. 265,000",,,No Ratings,TRR Sri Lanka,Dell
HP PROBOOK 450 G10 I5 13GEN,"Rs. 269,000",,,Ratings 1,Buye.lk,HP
"Laptop Huawei Matebook D15 8Gb Ddr4 Ram, 256Gb Nvme Ssd","Rs. 269,990",,,No Ratings,SUHADA COMPUTER CENTER 1639471481,Unspecified
HP ProBook 440 14 inch G11 Notebook PC (A22YCEA),"Rs. 272,800",,,No Ratings,Techtrove,HP
MSI GF63 Thin 11UC Core i5-11400H GTX 1650 4GB Dedicated VGA 8GB RAM / 512GB SSD Gaming Laptop,"Rs. 274,900",,,No Ratings,E - Zone Technologies (Pvt) Ltd,MSI
MSI THIN B13UCX Core i5 13420H 13th Gen,"Rs. 275,000","Rs. 290,000",-5%,No Ratings,Thinex.lk,MSI
Asus Vivobook K3604V Core i7 1355U 13th Gen,"Rs. 275,000","Rs. 290,000",-5%,No Ratings,Thinex.lk,Asus
"HP PROBOOK 440 G9 I5-1235U/8/512/W11 PROFESSIONAL/3 YR WARRANTY/14""","Rs. 275,000",,,No Ratings,Winsoft,HP
"HP 250 G8 Commercial Laptop (11th Gen Intel Core i3, 4GB RAM, 1TB HDD, Windows 10)","Rs. 276,960",,,No Ratings,CELLX (PVT) LTD,HP
"MSI THIN 15 GAMING Intel Core i5-13420H 16GB RAM 512GB SSD 15.6 FHD IPS 144Hz Nvidia RTX2050 4GB, DOS ENG Keyboard","Rs. 281,500","Rs. 399,999",-30%,No Ratings,Tech Trove,MSI
Acer Aspire 5 A515 – Intel Core i5,"Rs. 282,000",,,No Ratings,Dayarathna Technologies,Acer
HP VICTUS 15-FA2701WM CORE i5-13420H 16GB RAM 512GB SSD 15.6'' FHD IPS 144HZ DISPLAY NVIDIA GeForce RTX 4050 6GB ENG US BACKLIT KB MICA SILVER WIN-11,"Rs. 285,936","Rs. 399,999",-29%,Ratings 1,Tech Trove,HP
HP VICTUS FB2082WM R5-8645HS,"Rs. 286,000",,,No Ratings,Techtrove,HP
HP Victus Gaming Laptop – 12th Gen / Intel Core i5-12500H / 15.6inch FHD / 512GB SSD / 16GB RAM / 4GB NVIDIA GeForce RTX 3050 Graphics / Windows 11 Home,"Rs. 286,500","Rs. 325,000",-12%,No Ratings,Sanva Electronics,HP
Lenovo IdeaPad 3 14ALC6 14″ IPS Ryzen 5 Laptop,"Rs. 288,000",,,No Ratings,Winsoft,Lenovo
"Macbook Air 13"" M1 Chip 8GB RAM 256GB SSD","Rs. 289,000",,,No Ratings,Apple Gallery,Apple
HP Victus Gaming Laptop – 12th Gen / Intel Core i5-12500H / 15.6inch FHD / 512GB SSD / 16GB RAM / 4GB NVIDIA GeForce RTX 3050 Graphics / Windows 11 Home,"Rs. 289,500","Rs. 328,500",-12%,No Ratings,Dealz_LK,HP
HP ProBook 460 G11 16″ FHD Intel Core Ultra 5-125U 8GB RAM 512GB Laptop,"Rs. 289,990",,,No Ratings,Epic Mobiles Private Limited,HP
HP ProBook 440 G11 14″ FHD Intel Core Ultra 5-125U 8GB RAM 512GB Laptop,"Rs. 289,990",,,No Ratings,Epic Mobiles Private Limited,HP
MacBook Air M2 13”inch 16GB 256GB,"Rs. 290,000",,,No Ratings,Central Tech,Apple
HP VICTUS 15 FA0033DX Core i5 12450H 12th Gen,"Rs. 290,000","Rs. 310,000",-6%,No Ratings,Thinex.lk,HP
MSI GF63 THIN 11SC I5 11400H / 8GB / 512GB / GTX1650 4GB / 15.6” FHD WIFI BT / WIN 11 / IPS GAMING LAPTOP,"Rs. 290,000",,,No Ratings,Chama.Computers (Pvt) Ltd,MSI
Acer Aspire A15-51P Core 5-120U 16GB 512GB Win 11,"Rs. 290,784","Rs. 310,000",-6%,No Ratings,NEXTECH,Acer
MSI Thin 15 B13UCX i5 13th Gen RTX 3050,"Rs. 291,500",,,No Ratings,Authorized HQ (Pvt) Ltd.,MSI
LENOVO LOQ 15IRH8 i5 13TH GEN GAMING LAPTOP,"Rs. 291,500",,,No Ratings,SUHADA COMPUTER CENTER 1639471481,Lenovo
LENOVO LOQ i5-13420H 8GB 1TB,"Rs. 295,000",,,No Ratings,Techtrove,Lenovo
MSI MODERN 15 B12M I5-1235U/512 SSD/8GB/WIN11 PROFESSONAL/ 3YR WARRANTY,"Rs. 295,000",,,No Ratings,Winsoft,MSI
ASUS TUF FX507ZC i5-12500H,"Rs. 297,000",,,No Ratings,Techtrove,Asus
Asus Vivobook 15 OLED M513UA R7-5700U | 8GB | 512GB | Win 10,"Rs. 297,000","Rs. 317,000",-6%,No Ratings,NEXTECH,Asus
"Apple MacBook Air M2 13-Inch Laptop, 256GB SSD, 16GB RAM, Starlight/ Midnight, Retina Display, macOS, Lightweight, Long Battery Life","Rs. 297,500",,,No Ratings,LuxuryX,Apple
HP 15S FQ2789TU INTEL I5-113G7 | IRIS XE GRAPHICS | 8GB DDR4 2666MHZ | 512GB M.2 NMVE SSD | 15.6” FHD THIN BEZEL DISPLAY | WINDOWS 11 HOME + OFFICE HOME & STUDENT,"Rs. 298,000",,,No Ratings,Games Street,HP
"ASUS V16 FX3607VU 15th Intel Core 5 210H 16GB DDR5 RAM, 512GB SSD RTX 4050/6GB Graphic 16"" (1920x1200)144Hz RGB BACKLIT KEYBOARD BLACK, WIN 11 ENG KB","Rs. 298,999","Rs. 399,989",-25%,No Ratings,Tech Trove,Asus
"badgeASUS TUF GAMING F15 FX507ZC4 INTEL I5-12500H | RTX 3050, 4GB GDDR6 | 16GB DDR4 3200MHZ | 512GB M.2 NVME SSD | 15.6"" INCH FHD IPS 144HZ ADAPTIVE-SYNC THIN BEZEL DISPLAY | WINDOWS 11 HOME + OFFICE HOME & STUDENT","Rs. 299,500","Rs. 375,000",-20%,No Ratings,Dealz_LK,Asus
Acer Nitro V15 AMD Ryzen 5 7535HS,"Rs. 300,000","Rs. 350,000",-14%,No Ratings,Thinex.lk,Acer
"MSI Thin GF63 12UCX IPS I5 12450H/ RTX 2050/8GB/512 SSD/ 144Hz Gaming/2 YR WARRANTY/15""","Rs. 300,000",,,No Ratings,Winsoft,MSI
"Laptop Huawei Matebook D15 8Gb Ddr4 Ram, 256Gb Nvme SSD","Rs. 300,000",,,No Ratings,SUHADA COMPUTERS,Unspecified
Huawei Matebook D15,"Rs. 300,000",,,No Ratings,MOBILEhome,Unspecified
ASUS TUF F15 FX507ZC-ES53 I5 12TH GEN-12500H 15.6″FHD GAMING LAPTOP,"Rs. 302,500",,,No Ratings,SUHADA COMPUTER CENTER 1639471481,Asus
Dell Inspiron 3501 I7 11Th Gen Brand New Laptop,"Rs. 304,750",,,No Ratings,SUHADA COMPUTER CENTER 1639471481,Dell
MSI Thin 15 B13UCX i5 13th Gen RTX 2050,"Rs. 305,200",,,No Ratings,Authorized HQ (Pvt) Ltd.,MSI
HP ProBook 450 G10 – i7,"Rs. 307,903",,,No Ratings,Lenovo by Forttune,HP
HP ProBook 440 14 inch G11 Notebook PC (A22YBEA),"Rs. 308,000",,,No Ratings,Techtrove,HP
Lenovo IdeaPad Slim 3 IP5 15IRH8 laptop,"Rs. 308,900",,,No Ratings,Lenovo by Forttune,Lenovo
Lenovo IdeaPad Flex 5 14ALC7,"Rs. 312,000",,,No Ratings,Lenovo by Forttune,Lenovo
"Apple MacBook Air 13.6-inch MC7X4 with M2 Chip 16GB RAM 256GB (2022, Midnight)","Rs. 312,990",,,No Ratings,Epic Mobiles Private Limited,Apple
Asus TUF Gaming FA506NFR AMD Ryzen 7 7435HS,"Rs. 315,000","Rs. 330,000",-5%,No Ratings,Thinex.lk,Asus
Asus Vivobook S16 FLIP TP3604V Core i5 1335U 13th Gen,"Rs. 315,000","Rs. 325,000",-3%,No Ratings,Thinex.lk,Asus
Lenovo IdeaPad 3 14ALC6 14″ IPS Ryzen 7 Laptop,"Rs. 315,000",,,No Ratings,Winsoft,Lenovo
Dell Vostro 3530 i5- 1335U | 8GB | 512GB | DOS,"Rs. 316,000","Rs. 330,500",-4%,No Ratings,NEXTECH,Dell
"ASUS VIVOBOOK PRO 15 OLED Q533MJ Gaming Intel Ultra 7 155H 16GB 1TB SSD 15.6"" Laptop","Rs. 317,500","Rs. 499,000",-36%,No Ratings,Tech Trove,Asus
Apple Macbook Air 13 M2 Chip ( 8GB / 256GB MLY33),"Rs. 319,000","Rs. 365,000",-13%,No Ratings,Touch To Cart,Apple
Asus TUF Gaming F15 FX507ZC Intel Core i5 12500H,"Rs. 320,000","Rs. 350,000",-9%,No Ratings,Thinex.lk,Asus
MSI Modern 15 B12M 15.6″ IPS Core i5 Laptop,"Rs. 320,000",,,No Ratings,Winsoft,MSI
Asus As D Tp470Ea 083 I7 11Th Gen 512Gb 8Gb Laptop,"Rs. 322,000",,,No Ratings,SUHADA COMPUTER CENTER 1639471481,Asus
HP VICTUS 15 FA1093DX Core i5 13420H,"Rs. 325,000","Rs. 340,000",-4%,No Ratings,Thinex.lk,HP
Dell 3511-I7-8Gb-512-15.6 Led Laptop,"Rs. 327,000",,,No Ratings,SUHADA COMPUTERS,Dell
Dell 3511-I7-8GB-512-15.6 LRD Laptop,"Rs. 327,000",,,No Ratings,SUHADA COMPUTER CENTER 1639471481,Dell
HP Victus 15-FA1093DX I5 13 GEN,"Rs. 329,000",,,No Ratings,Buye.lk,HP
"ASUS X515E VIVOBOOK - i7-1165G7 , 512GB Nvme, 8GB,DISPLAY: 15.6”, Full HD (1920 x 1080)","Rs. 329,900",,,No Ratings,E - Zone Technologies (Pvt) Ltd,Asus
"ASUS TUF Gaming A15 FA507NVR-LP003 AMD RYZEN 7- 7435HS 4.5GHz, 15.6''Full HD IPS 144Hz 16GB Laptop","Rs. 329,999","Rs. 485,000",-32%,No Ratings,Tech Trove,Asus
HP ENVY X360 14 FC0023DX Core Ultra 7 155U 14th Gen,"Rs. 330,000","Rs. 360,000",-8%,No Ratings,Thinex.lk,HP
HP ProBook 440 G9 14″ Core I5 Laptop + Alcatroz MG 370 Headset + MSI M88 Mouse + HP Side Bag,"Rs. 335,000",,,No Ratings,Winsoft,HP
"Dell Inspiron 3520 – Intel Core i5 12th Gen, 8GB RAM, 512GB NVMe, Intel UHD Graphics","Rs. 344,950",,,No Ratings,TEKNO WORLD,Dell
MSI Cyborg 15 A13UC Core i7 13620H 13th Gen,"Rs. 345,000","Rs. 365,000",-5%,No Ratings,Thinex.lk,MSI
Lenovo IdeaPad Flex 5 14ALC7,"Rs. 345,000",,,No Ratings,Lenovo by Forttune,Lenovo
Lenovo IdeaPad Flex 5 14ALC05 14″ IPS Touch Screen Laptop,"Rs. 345,000",,,No Ratings,Winsoft,Lenovo
"HP 15S-FQ2789TU i5 8GB,512GB SSD,15.6″HD Brightview, Windows 11, 2 Year Warranty","Rs. 346,072",,,No Ratings,CELLX (PVT) LTD,HP
HP 250 G8 Intel Core i5 1135G7 15.6 Inch FHD Display Black Laptop #4T087PA-3YEARS WARRANTY,"Rs. 347,175",,,No Ratings,CELLX (PVT) LTD,HP
"Dell Inspiron 3520 i5 12 Gen 8GB Ram, 512GB SSD With Microsoft Office","Rs. 347,999",,,No Ratings,Dell,Dell
Asus ZENBOOK Q425MA Core Ultra 7 14th Gen,"Rs. 350,000","Rs. 365,000",-4%,No Ratings,Thinex.lk,Asus
Macbook air m1 8gb 256gb,"Rs. 350,000",,,No Ratings,SB MODIFY,Apple
Dell Inspiron 16 5620 I7 - 1255U | 16GB | 512GB | Win 11,"Rs. 354,760","Rs. 374,760",-5%,No Ratings,NEXTECH,Dell
Microsoft Surface Pro 10 (ZDR-00007) 13″ Intel Core Ultra 5 – 135U 8GB 256GB WiFi – Platinum,"Rs. 354,990",,,No Ratings,Epic Mobiles Private Limited,Unspecified
"Apple MacBook Air (MLY43) 13.6-inch with M2 Chip 8GB RAM 512GB (2022, Midnight)","Rs. 354,990",,,No Ratings,Epic Mobiles Private Limited,Apple
lenovio IdeaPad Flex 5 14IRU8 laptop,"Rs. 355,000",,,No Ratings,SUHADA COMPUTERS,Lenovo
Acer Nitro V 15 ANV15-51-52AM Gaming – i5,"Rs. 358,975",,,No Ratings,Lenovo by Forttune,Acer
ASUS TUF FA507 RYZEN 7 16GB RAM 512 GB SSD RTX 4050 6GB,"Rs. 360,000",,,No Ratings,UNISYSCOMPUTERSYSTEM,Asus
"MSI Katana GF66 12UEOK Core I5 12450H/ RTX 3060 6GB /8GB/512 SSD/144Hz Gaming/2 YR WARRANTY/15""","Rs. 360,000",,,No Ratings,Winsoft,MSI
MSI Modern 15 F1MG Core™ 7 -150U | 16GB | 512GB | 15.6 IPS,"Rs. 360,847","Rs. 380,847",-5%,No Ratings,NEXTECH,MSI
HP - Victus Gaming Laptop - Intel Core i5,"Rs. 362,000",,,No Ratings,LAPTOPSTORE.LK,HP
"Apple MacBook Air M4 13-Inch Laptop, 256GB SSD, 16GB RAM, Silver/ Midnight/ Sky Blue, Retina Display, macOS, Lightweight, Long Battery Life","Rs. 365,000",,,No Ratings,LuxuryX,Apple
ASUS VB S16 TP3604V i9-13900H,"Rs. 365,200",,,No Ratings,Techtrove,Asus
Asus Vivobook 15 A1504VA – i7,"Rs. 365,246",,,No Ratings,Lenovo by Forttune,Asus
HP ProBook 450 G10 – i7,"Rs. 366,405",,,No Ratings,Lenovo by Forttune,HP
HP ProBook 450 G9 15.6 FHD Core I5 12th Gen Laptop,"Rs. 370,000",,,No Ratings,Winsoft,HP
"Dell Alienware M18 R2 Intel Core i9, 14th gen 4TB SSD, 64gb RAM 18 inches Gaming Laptop","Rs. 374,000",,,No Ratings,yZteTst2,Dell
"Apple 13-inch MacBook Air with M4 Chip 16GB RAM 256GB | MW123 (2025, Midnight)","Rs. 374,990",,,No Ratings,Epic Mobiles Private Limited,Apple
Acer Swift Go 14 - core Ultra 5 - 125H,"Rs. 375,681",,,No Ratings,Lenovo by Forttune,Acer
"Apple Macbook Air 13"" 8GB RAM 256GB SSD M2 Chip","Rs. 376,230",,,No Ratings,Apple Gallery,Apple
HP Victus 15 Fa1249Tx Gaming – i5,"Rs. 377,760",,,No Ratings,Lenovo by Forttune,HP
Asus TUF A15 FA507NUR AMD Ryzen 7 7735HS,"Rs. 378,000","Rs. 390,000",-3%,No Ratings,Thinex.lk,Asus
Asus TUF Gaming F15 FX507ZC4 Core i7 12700H 12th Gen,"Rs. 378,000","Rs. 400,000",-6%,No Ratings,Thinex.lk,Asus
"Microsoft Surface Pro 9 Tablet - 13"" - Core i7 12th Gen i7-1265U Deca-core (10 Core) - 16 GB RAM - 256 GB SSD - Windows 11 Pro 64-bit","Rs. 379,000",,,No Ratings,The GadgetStores,Unspecified
16-inch Apple MacBook Pro M1 Max | 32 GB RAM | 1 TB SSD | 24-core GPU,"Rs. 380,000",,,No Ratings,CAMERA POINT COLOMBO,Apple
"ASUS Vivobook S 14 OLED Laptop, AMD Ryzen AI 9, 24GB, 512GB SSD, Neutral Black, M5406WA-DS76","Rs. 380,000",,,No Ratings,LAPZ STORE LK,Asus
"Dell Inspiron 3511 i5 MX350 Graphics With Office, 8GB RAM, 512 SSD","Rs. 384,999",,,No Ratings,Dell,Dell
ASUS ExpertBook B1502CVA -i7,"Rs. 388,380",,,No Ratings,Lenovo by Forttune,Asus
